t,gripFz,sigma,sigmaPeak,nBroken
0.000175953,-14668.7,9.16794e+06,9.52828e+06,0
0.000176148,-14661,9.16315e+06,9.52828e+06,0
0.000176344,-14652.6,9.15789e+06,9.52828e+06,0
0.000176539,-14643.4,9.15215e+06,9.52828e+06,0
0.000176734,-14633.6,9.146e+06,9.52828e+06,0
0.000176929,-14623.4,9.13961e+06,9.52828e+06,0
0.000177125,-14612.9,9.13305e+06,9.52828e+06,0
0.00017732,-14602.4,9.12647e+06,9.52828e+06,0
0.000177515,-14592,9.11997e+06,9.52828e+06,0
0.000177711,-14581.8,9.11362e+06,9.52828e+06,0
0.000177906,-14572,9.10751e+06,9.52828e+06,0
0.000178101,-14562.8,9.10178e+06,9.52828e+06,0
0.000178296,-14554.3,9.09645e+06,9.52828e+06,0
0.000178492,-14546.5,9.09155e+06,9.52828e+06,0
0.000178687,-14539.4,9.08712e+06,9.52828e+06,0
0.000178882,-14532.9,9.08303e+06,9.52828e+06,0
0.000179078,-14526.7,9.07919e+06,9.52828e+06,0
0.000179273,-14520.8,9.07552e+06,9.52828e+06,0
0.000179468,-14515,9.07188e+06,9.52828e+06,0
0.000179663,-14509,9.06815e+06,9.52828e+06,0
0.000179859,-14502.8,9.06423e+06,9.52828e+06,0
0.000180054,-14496.2,9.06012e+06,9.52828e+06,0
0.000180249,-14489.2,9.05574e+06,9.52828e+06,0
0.000180445,-14481.7,9.05104e+06,9.52828e+06,0
0.00018064,-14473.6,9.04599e+06,9.52828e+06,0
0.000180835,-14464.9,9.04057e+06,9.52828e+06,0
0.00018103,-14455.8,9.03487e+06,9.52828e+06,0
0.000181226,-14446.5,9.02905e+06,9.52828e+06,0
0.000181421,-14437.1,9.02316e+06,9.52828e+06,0
0.000181616,-14427.5,9.01716e+06,9.52828e+06,0
0.000181812,-14417.7,9.01106e+06,9.52828e+06,0
0.000182007,-14407.9,9.00493e+06,9.52828e+06,0
0.000182202,-14398.2,8.99889e+06,9.52828e+06,0
0.000182397,-14388.8,8.99302e+06,9.52828e+06,0
0.000182593,-14379.8,8.9874e+06,9.52828e+06,0
0.000182788,-14371.3,8.98203e+06,9.52828e+06,0
0.000182983,-14363.1,8.97692e+06,9.52828e+06,0
0.000183179,-14355.3,8.97209e+06,9.52828e+06,0
0.000183374,-14348,8.96749e+06,9.52828e+06,0
0.000183569,-14340.9,8.96304e+06,9.52828e+06,0
0.000183764,-14333.9,8.9587e+06,9.52828e+06,0
0.00018396,-14327.1,8.95441e+06,9.52828e+06,0
0.000184155,-14320.2,8.9501e+06,9.52828e+06,0
0.00018435,-14313.1,8.94566e+06,9.52828e+06,0
0.000184546,-14305.6,8.94102e+06,9.52828e+06,0
0.000184741,-14297.8,8.93613e+06,9.52828e+06,0
0.000184936,-14289.6,8.93098e+06,9.52828e+06,0
0.000185131,-14280.9,8.92554e+06,9.52828e+06,0
0.000185327,-14271.7,8.91979e+06,9.52828e+06,0
0.000185522,-14261.9,8.9137e+06,9.52828e+06,0
0.000185717,-14251.6,8.90725e+06,9.52828e+06,0
0.000185913,-14240.8,8.90048e+06,9.52828e+06,0
0.000186108,-14229.5,8.89342e+06,9.52828e+06,0
0.000186303,-14217.8,8.88614e+06,9.52828e+06,0
0.000186498,-14205.9,8.87869e+06,9.52828e+06,0
0.000186694,-14193.8,8.87112e+06,9.52828e+06,0
0.000186889,-14181.6,8.86353e+06,9.52828e+06,0
0.000187084,-14169.6,8.85603e+06,9.52828e+06,0
0.00018728,-14157.8,8.84864e+06,9.52828e+06,0
0.000187475,-14146.2,8.84136e+06,9.52828e+06,0
0.00018767,-14134.7,8.83419e+06,9.52828e+06,0
0.000187865,-14123.5,8.82716e+06,9.52828e+06,0
0.000188061,-14112.5,8.8203e+06,9.52828e+06,0
0.000188256,-14101.8,8.81361e+06,9.52828e+06,0
0.000188451,-14091.3,8.80703e+06,9.52828e+06,0
0.000188647,-14080.8,8.8005e+06,9.52828e+06,0
0.000188842,-14070.4,8.79398e+06,9.52828e+06,0
0.000189037,-14059.9,8.78744e+06,9.52828e+06,0
0.000189232,-14049.3,8.78083e+06,9.52828e+06,0
0.000189428,-14038.5,8.77408e+06,9.52828e+06,0
0.000189623,-14027.4,8.76713e+06,9.52828e+06,0
0.000189818,-14015.9,8.75994e+06,9.52828e+06,0
0.000190014,-14004.1,8.75257e+06,9.52828e+06,0
0.000190209,-13992.1,8.74505e+06,9.52828e+06,0
0.000190404,-13979.7,8.73733e+06,9.52828e+06,0
0.000190599,-13967,8.72939e+06,9.52828e+06,0
0.000190795,-13953.9,8.72122e+06,9.52828e+06,0
0.00019099,-13940.5,8.71279e+06,9.52828e+06,0
0.000191185,-13926.6,8.70413e+06,9.52828e+06,0
0.000191381,-13912.4,8.69526e+06,9.52828e+06,0
0.000191576,-13897.9,8.68622e+06,9.52828e+06,0
0.000191771,-13883.2,8.67703e+06,9.52828e+06,0
0.000191966,-13868.4,8.66773e+06,9.52828e+06,0
0.000192162,-13853.3,8.65832e+06,9.52828e+06,0
0.000192357,-13838.1,8.64879e+06,9.52828e+06,0
0.000192552,-13822.7,8.63917e+06,9.52828e+06,0
0.000192748,-13807.2,8.62947e+06,9.52828e+06,0
0.000192943,-13791.6,8.61972e+06,9.52828e+06,0
0.000193138,-13775.9,8.60996e+06,9.52828e+06,0
0.000193334,-13760.4,8.60023e+06,9.52828e+06,0
0.000193529,-13744.9,8.59059e+06,9.52828e+06,0
0.000193724,-13729.7,8.58107e+06,9.52828e+06,0
0.000193919,-13714.6,8.57165e+06,9.52828e+06,0
0.000194115,-13699.7,8.56232e+06,9.52828e+06,0
0.00019431,-13684.8,8.55302e+06,9.52828e+06,0
0.000194505,-13669.9,8.54368e+06,9.52828e+06,0
0.000194701,-13654.8,8.53428e+06,9.52828e+06,0
0.000194896,-13639.7,8.52484e+06,9.52828e+06,0
0.000195091,-13624.6,8.51535e+06,9.52828e+06,0
0.000195286,-13609.2,8.50577e+06,9.52828e+06,0
0.000195482,-13593.7,8.49608e+06,9.52828e+06,0
0.000195677,-13578.1,8.48629e+06,9.52828e+06,0
0.000195872,-13562.2,8.47639e+06,9.52828e+06,0
0.000196068,-13546.2,8.46637e+06,9.52828e+06,0
0.000196263,-13530,8.45622e+06,9.52828e+06,0
0.000196458,-13513.5,8.44592e+06,9.52828e+06,0
0.000196653,-13496.7,8.43544e+06,9.52828e+06,0
0.000196849,-13479.6,8.42474e+06,9.52828e+06,0
0.000197044,-13462.1,8.41384e+06,9.52828e+06,0
0.000197239,-13444.4,8.40275e+06,9.52828e+06,0
0.000197435,-13426.4,8.39151e+06,9.52828e+06,0
0.00019763,-13408.2,8.38015e+06,9.52828e+06,0
0.000197825,-13389.9,8.36872e+06,9.52828e+06,0
0.00019802,-13371.6,8.35722e+06,9.52828e+06,0
0.000198216,-13353.1,8.34567e+06,9.52828e+06,0
0.000198411,-13334.5,8.33409e+06,9.52828e+06,0
0.000198606,-13316,8.32251e+06,9.52828e+06,0
0.000198802,-13297.6,8.31098e+06,9.52828e+06,0
0.000198997,-13279.3,8.29953e+06,9.52828e+06,0
0.000199192,-13261.1,8.28816e+06,9.52828e+06,0
0.000199387,-13242.9,8.27684e+06,9.52828e+06,0
0.000199583,-13224.8,8.26551e+06,9.52828e+06,0
0.000199778,-13206.6,8.25413e+06,9.52828e+06,0
0.000199973,-13188.3,8.2427e+06,9.52828e+06,0
0.000200169,-13169.9,8.23117e+06,9.52828e+06,0
0.000200364,-13151.3,8.21958e+06,9.52828e+06,0
0.000200559,-13132.7,8.20792e+06,9.52828e+06,0
0.000200754,-13113.9,8.19621e+06,9.52828e+06,0
0.00020095,-13095.1,8.18446e+06,9.52828e+06,0
0.000201145,-13076.2,8.17263e+06,9.52828e+06,0
0.00020134,-13057.1,8.16069e+06,9.52828e+06,0
0.000201536,-13037.8,8.14861e+06,9.52828e+06,0
0.000201731,-13018.2,8.13638e+06,9.52828e+06,0
0.000201926,-12998.4,8.12399e+06,9.52828e+06,0
0.000202121,-12978.3,8.11146e+06,9.52828e+06,0
0.000202317,-12958.1,8.09879e+06,9.52828e+06,0
0.000202512,-12937.6,8.08598e+06,9.52828e+06,0
0.000202707,-12916.9,8.07308e+06,9.52828e+06,0
0.000202903,-12896.1,8.06009e+06,9.52828e+06,0
0.000203098,-12875.3,8.04704e+06,9.52828e+06,0
0.000203293,-12854.3,8.03395e+06,9.52828e+06,0
0.000203488,-12833.3,8.02079e+06,9.52828e+06,0
0.000203684,-12812.1,8.00754e+06,9.52828e+06,0
0.000203879,-12790.7,7.9942e+06,9.52828e+06,0
0.000204074,-12769.2,7.98076e+06,9.52828e+06,0
0.00020427,-12747.7,7.96728e+06,9.52828e+06,0
0.000204465,-12726,7.95376e+06,9.52828e+06,0
0.00020466,-12704.3,7.94021e+06,9.52828e+06,0
0.000204855,-12682.6,7.92663e+06,9.52828e+06,0
0.000205051,-12660.8,7.91301e+06,9.52828e+06,0
0.000205246,-12638.9,7.8993e+06,9.52828e+06,0
0.000205441,-12616.8,7.88547e+06,9.52828e+06,0
0.000205637,-12594.4,7.87149e+06,9.52828e+06,0
0.000205832,-12571.8,7.85735e+06,9.52828e+06,0
0.000206027,-12548.9,7.84305e+06,9.52828e+06,0
0.000206222,-12525.8,7.82862e+06,9.52828e+06,0
0.000206418,-12502.5,7.81406e+06,9.52828e+06,0
0.000206613,-12479.1,7.79942e+06,9.52828e+06,0
0.000206808,-12455.5,7.78469e+06,9.52828e+06,0
0.000207004,-12431.8,7.76987e+06,9.52828e+06,0
0.000207199,-12408,7.75497e+06,9.52828e+06,0
0.000207394,-12383.9,7.73997e+06,9.52828e+06,0
0.000207589,-12359.8,7.72486e+06,9.52828e+06,0
0.000207785,-12335.4,7.70964e+06,9.52828e+06,0
0.00020798,-12310.9,7.6943e+06,9.52828e+06,0
0.000208175,-12286.1,7.67883e+06,9.52828e+06,0
0.000208371,-12261.2,7.66324e+06,9.52828e+06,0
0.000208566,-12236,7.64753e+06,9.52828e+06,0
0.000208761,-12210.7,7.63171e+06,9.52828e+06,0
0.000208956,-12185.3,7.61582e+06,9.52828e+06,0
0.000209152,-12159.8,7.59988e+06,9.52828e+06,0
0.000209347,-12134.2,7.58389e+06,9.52828e+06,0
0.000209542,-12108.6,7.56785e+06,9.52828e+06,0
0.000209738,-12082.8,7.55173e+06,9.52828e+06,0
0.000209933,-12056.8,7.53552e+06,9.52828e+06,0
0.000210128,-12030.8,7.51922e+06,9.52828e+06,0
0.000210323,-12004.5,7.50282e+06,9.52828e+06,0
0.000210519,-11978.1,7.48633e+06,9.52828e+06,0
0.000210714,-11951.6,7.46974e+06,9.52828e+06,0
0.000210909,-11924.9,7.45306e+06,9.52828e+06,0
0.000211105,-11898.1,7.43632e+06,9.52828e+06,0
0.0002113,-11871.2,7.41951e+06,9.52828e+06,0
0.000211495,-11844.2,7.40264e+06,9.52828e+06,0
0.00021169,-11817.1,7.38571e+06,9.52828e+06,0
0.000211886,-11789.9,7.3687e+06,9.52828e+06,0
0.000212081,-11762.6,7.35161e+06,9.52828e+06,0
0.000212276,-11735.1,7.33446e+06,9.52828e+06,0
0.000212472,-11707.5,7.31722e+06,9.52828e+06,0
0.000212667,-11679.8,7.2999e+06,9.52828e+06,0
0.000212862,-11651.9,7.28247e+06,9.52828e+06,0
0.000213057,-11623.9,7.26494e+06,9.52828e+06,0
0.000213253,-11595.7,7.24732e+06,9.52828e+06,0
0.000213448,-11567.4,7.2296e+06,9.52828e+06,0
0.000213643,-11538.8,7.21175e+06,9.52828e+06,0
0.000213839,-11510.1,7.19382e+06,9.52828e+06,0
0.000214034,-11481.3,7.1758e+06,9.52828e+06,0
0.000214229,-11452.3,7.1577e+06,9.52828e+06,0
0.000214424,-11423.2,7.13952e+06,9.52828e+06,0
0.00021462,-11394,7.12125e+06,9.52828e+06,0
0.000214815,-11364.7,7.10291e+06,9.52828e+06,0
0.00021501,-11335.2,7.08451e+06,9.52828e+06,0
0.000215206,-11305.7,7.06607e+06,9.52828e+06,0
0.000215401,-11276.2,7.04764e+06,9.52828e+06,0
0.000215596,-11246.7,7.0292e+06,9.52828e+06,0
0.000215791,-11217.2,7.01076e+06,9.52828e+06,0
0.000215987,-11187.7,6.99229e+06,9.52828e+06,0
0.000216182,-11158.1,6.97379e+06,9.52828e+06,0
0.000216377,-11128.4,6.95523e+06,9.52828e+06,0
0.000216573,-11098.6,6.9366e+06,9.52828e+06,0
0.000216768,-11068.6,6.91789e+06,9.52828e+06,0
0.000216963,-11038.6,6.89912e+06,9.52828e+06,0
0.000217158,-11008.4,6.88026e+06,9.52828e+06,0
0.000217354,-10978.1,6.86132e+06,9.52828e+06,0
0.000217549,-10947.7,6.84229e+06,9.52828e+06,0
0.000217744,-10917,6.82315e+06,9.52828e+06,0
0.00021794,-10886.2,6.8039e+06,9.52828e+06,0
0.000218135,-10855.3,6.78454e+06,9.52828e+06,0
0.00021833,-10824.1,6.76507e+06,9.52828e+06,0
0.000218525,-10792.8,6.74548e+06,9.52828e+06,0
0.000218721,-10761.3,6.72579e+06,9.52828e+06,0
0.000218916,-10729.6,6.70599e+06,9.52828e+06,0
0.000219111,-10697.8,6.6861e+06,9.52828e+06,0
0.000219307,-10665.8,6.66611e+06,9.52828e+06,0
0.000219502,-10633.6,6.64603e+06,9.52828e+06,0
0.000219697,-10601.4,6.62584e+06,9.52828e+06,0
0.000219892,-10568.9,6.60558e+06,9.52828e+06,0
0.000220088,-10536.4,6.58524e+06,9.52828e+06,0
0.000220283,-10503.7,6.56484e+06,9.52828e+06,0
0.000220478,-10471,6.54438e+06,9.52828e+06,0
0.000220674,-10438.2,6.52387e+06,9.52828e+06,0
0.000220869,-10405.3,6.50332e+06,9.52828e+06,0
0.000221064,-10372.4,6.48275e+06,9.52828e+06,0
0.000221259,-10339.5,6.46217e+06,9.52828e+06,0
0.000221455,-10306.6,6.44161e+06,9.52828e+06,0
0.00022165,-10273.7,6.42106e+06,9.52828e+06,0
0.000221845,-10240.8,6.4005e+06,9.52828e+06,0
0.000222041,-10207.9,6.37992e+06,9.52828e+06,0
0.000222236,-10174.9,6.35929e+06,9.52828e+06,0
0.000222431,-10141.8,6.33862e+06,9.52828e+06,0
0.000222626,-10108.6,6.3179e+06,9.52828e+06,0
0.000222822,-10075.4,6.29714e+06,9.52828e+06,0
0.000223017,-10042.1,6.27632e+06,9.52828e+06,0
0.000223212,-10008.7,6.25542e+06,9.52828e+06,0
0.000223408,-9975.08,6.23442e+06,9.52828e+06,0
0.000223603,-9941.34,6.21333e+06,9.52828e+06,0
0.000223798,-9907.44,6.19215e+06,9.52828e+06,0
0.000223993,-9873.39,6.17087e+06,9.52828e+06,0
0.000224189,-9839.21,6.14951e+06,9.52828e+06,0
0.000224384,-9804.91,6.12807e+06,9.52828e+06,0
0.000224579,-9770.5,6.10656e+06,9.52828e+06,0
0.000224775,-9735.99,6.08499e+06,9.52828e+06,0
0.00022497,-9701.39,6.06337e+06,9.52828e+06,0
0.000225165,-9666.71,6.04169e+06,9.52828e+06,0
0.00022536,-9631.96,6.01997e+06,9.52828e+06,0
0.000225556,-9597.14,5.99821e+06,9.52828e+06,0
0.000225751,-9562.29,5.97643e+06,9.52828e+06,0
0.000225946,-9527.4,5.95462e+06,9.52828e+06,0
0.000226142,-9492.49,5.93281e+06,9.52828e+06,0
0.000226337,-9457.57,5.91098e+06,9.52828e+06,0
0.000226532,-9422.64,5.88915e+06,9.52828e+06,0
0.000226727,-9387.71,5.86732e+06,9.52828e+06,0
0.000226923,-9352.79,5.84549e+06,9.52828e+06,0
0.000227118,-9317.89,5.82368e+06,9.52828e+06,0
0.000227313,-9283.01,5.80188e+06,9.52828e+06,0
0.000227509,-9248.14,5.78009e+06,9.52828e+06,0
0.000227704,-9213.25,5.75828e+06,9.52828e+06,0
0.000227899,-9178.33,5.73646e+06,9.52828e+06,0
0.000228094,-9143.33,5.71458e+06,9.52828e+06,0
0.00022829,-9108.24,5.69265e+06,9.52828e+06,0
0.000228485,-9073.04,5.67065e+06,9.52828e+06,0
0.00022868,-9037.76,5.6486e+06,9.52828e+06,0
0.000228876,-9002.38,5.62649e+06,9.52828e+06,0
0.000229071,-8966.9,5.60431e+06,9.52828e+06,0
0.000229266,-8931.32,5.58207e+06,9.52828e+06,0
0.000229461,-8895.63,5.55977e+06,9.52828e+06,0
0.000229657,-8859.84,5.5374e+06,9.52828e+06,0
0.000229852,-8823.94,5.51496e+06,9.52828e+06,0
0.000230047,-8787.99,5.49249e+06,9.52828e+06,0
0.000230243,-8752.03,5.47002e+06,9.52828e+06,0
0.000230438,-8716.06,5.44754e+06,9.52828e+06,0
0.000230633,-8680.13,5.42508e+06,9.52828e+06,0
0.000230828,-8644.26,5.40266e+06,9.52828e+06,0
0.000231024,-8608.49,5.3803e+06,9.52828e+06,0
0.000231219,-8572.84,5.35802e+06,9.52828e+06,0
0.000231414,-8537.32,5.33583e+06,9.52828e+06,0
0.00023161,-8501.93,5.3137e+06,9.52828e+06,0
0.000231805,-8466.62,5.29164e+06,9.52828e+06,0
0.000232,-8431.39,5.26962e+06,9.52828e+06,0
0.000232195,-8396.21,5.24763e+06,9.52828e+06,0
0.000232391,-8361.07,5.22567e+06,9.52828e+06,0
0.000232586,-8325.97,5.20373e+06,9.52828e+06,0
0.000232781,-8290.87,5.18179e+06,9.52828e+06,0
0.000232977,-8255.78,5.15986e+06,9.52828e+06,0
0.000233172,-8220.67,5.13792e+06,9.52828e+06,0
0.000233367,-8185.52,5.11595e+06,9.52828e+06,0
0.000233562,-8150.34,5.09397e+06,9.52828e+06,0
0.000233758,-8115.1,5.07194e+06,9.52828e+06,0
0.000233953,-8079.76,5.04985e+06,9.52828e+06,0
0.000234148,-8044.32,5.0277e+06,9.52828e+06,0
0.000234344,-8008.81,5.00551e+06,9.52828e+06,0
0.000234539,-7973.26,4.98329e+06,9.52828e+06,0
0.000234734,-7937.7,4.96106e+06,9.52828e+06,0
0.000234929,-7902.17,4.93886e+06,9.52828e+06,0
0.000235125,-7866.7,4.91668e+06,9.52828e+06,0
0.00023532,-7831.3,4.89456e+06,9.52828e+06,0
0.000235515,-7795.99,4.87249e+06,9.52828e+06,0
0.000235711,-7760.78,4.85049e+06,9.52828e+06,0
0.000235906,-7725.68,4.82855e+06,9.52828e+06,0
0.000236101,-7690.7,4.80668e+06,9.52828e+06,0
0.000236297,-7655.85,4.7849e+06,9.52828e+06,0
0.000236492,-7621.14,4.76321e+06,9.52828e+06,0
0.000236687,-7586.58,4.74161e+06,9.52828e+06,0
0.000236882,-7552.15,4.7201e+06,9.52828e+06,0
0.000237078,-7517.85,4.69866e+06,9.52828e+06,0
0.000237273,-7483.68,4.6773e+06,9.52828e+06,0
0.000237468,-7449.62,4.65602e+06,9.52828e+06,0
0.000237664,-7415.66,4.63479e+06,9.52828e+06,0
0.000237859,-7381.76,4.6136e+06,9.52828e+06,0
0.000238054,-7347.95,4.59247e+06,9.52828e+06,0
0.000238249,-7314.21,4.57138e+06,9.52828e+06,0
0.000238445,-7280.5,4.55031e+06,9.52828e+06,0
0.00023864,-7246.79,4.52924e+06,9.52828e+06,0
0.000238835,-7213.08,4.50817e+06,9.52828e+06,0
0.000239031,-7179.37,4.4871e+06,9.52828e+06,0
0.000239226,-7145.68,4.46605e+06,9.52828e+06,0
0.000239421,-7112.06,4.44504e+06,9.52828e+06,0
0.000239616,-7078.54,4.42408e+06,9.52828e+06,0
0.000239812,-7045.1,4.40319e+06,9.52828e+06,0
0.000240007,-7011.75,4.38234e+06,9.52828e+06,0
0.000240202,-6978.53,4.36158e+06,9.52828e+06,0
0.000240398,-6945.44,4.3409e+06,9.52828e+06,0
0.000240593,-6912.46,4.32028e+06,9.52828e+06,0
0.000240788,-6879.6,4.29975e+06,9.52828e+06,0
0.000240983,-6846.9,4.27931e+06,9.52828e+06,0
0.000241179,-6814.36,4.25897e+06,9.52828e+06,0
0.000241374,-6781.99,4.23874e+06,9.52828e+06,0
0.000241569,-6749.79,4.21862e+06,9.52828e+06,0
0.000241765,-6717.82,4.19864e+06,9.52828e+06,0
0.00024196,-6686.07,4.17879e+06,9.52828e+06,0
0.000242155,-6654.52,4.15907e+06,9.52828e+06,0
0.00024235,-6623.18,4.13949e+06,9.52828e+06,0
0.000242546,-6592.03,4.12002e+06,9.52828e+06,0
0.000242741,-6561.05,4.10065e+06,9.52828e+06,0
0.000242936,-6530.18,4.08136e+06,9.52828e+06,0
0.000243132,-6499.42,4.06213e+06,9.52828e+06,0
0.000243327,-6468.74,4.04297e+06,9.52828e+06,0
0.000243522,-6438.18,4.02386e+06,9.52828e+06,0
0.000243717,-6407.74,4.00484e+06,9.52828e+06,0
0.000243913,-6377.44,3.9859e+06,9.52828e+06,0
0.000244108,-6347.3,3.96706e+06,9.52828e+06,0
0.000244303,-6317.31,3.94832e+06,9.52828e+06,0
0.000244499,-6287.45,3.92966e+06,9.52828e+06,0
0.000244694,-6257.71,3.91107e+06,9.52828e+06,0
0.000244889,-6228.07,3.89254e+06,9.52828e+06,0
0.000245084,-6198.55,3.87409e+06,9.52828e+06,0
0.00024528,-6169.13,3.85571e+06,9.52828e+06,0
0.000245475,-6139.82,3.83739e+06,9.52828e+06,0
0.00024567,-6110.61,3.81913e+06,9.52828e+06,0
0.000245866,-6081.51,3.80094e+06,9.52828e+06,0
0.000246061,-6052.53,3.78283e+06,9.52828e+06,0
0.000246256,-6023.7,3.76481e+06,9.52828e+06,0
0.000246451,-5995.01,3.74688e+06,9.52828e+06,0
0.000246647,-5966.47,3.72904e+06,9.52828e+06,0
0.000246842,-5938.08,3.7113e+06,9.52828e+06,0
0.000247037,-5909.84,3.69365e+06,9.52828e+06,0
0.000247233,-5881.75,3.67609e+06,9.52828e+06,0
0.000247428,-5853.78,3.65861e+06,9.52828e+06,0
0.000247623,-5825.89,3.64118e+06,9.52828e+06,0
0.000247818,-5798.06,3.62379e+06,9.52828e+06,0
0.000248014,-5770.26,3.60641e+06,9.52828e+06,0
0.000248209,-5742.5,3.58906e+06,9.52828e+06,0
0.000248404,-5714.81,3.57176e+06,9.52828e+06,0
0.0002486,-5687.21,3.5545e+06,9.52828e+06,0
0.000248795,-5659.69,3.53731e+06,9.52828e+06,0
0.00024899,-5632.29,3.52018e+06,9.52828e+06,0
0.000249185,-5604.98,3.50311e+06,9.52828e+06,0
0.000249381,-5577.74,3.48609e+06,9.52828e+06,0
0.000249576,-5550.55,3.46909e+06,9.52828e+06,0
0.000249771,-5523.38,3.45211e+06,9.52828e+06,0
0.000249967,-5496.24,3.43515e+06,9.52828e+06,0
0.000250162,-5469.11,3.41819e+06,9.52828e+06,0
0.000250357,-5442,3.40125e+06,9.52828e+06,0
0.000250552,-5414.9,3.38432e+06,9.52828e+06,0
0.000250748,-5387.81,3.36738e+06,9.52828e+06,0
0.000250943,-5360.72,3.35045e+06,9.52828e+06,0
0.000251138,-5333.64,3.33352e+06,9.52828e+06,0
0.000251334,-5306.62,3.31664e+06,9.52828e+06,0
0.000251529,-5279.7,3.29981e+06,9.52828e+06,0
0.000251724,-5252.86,3.28304e+06,9.52828e+06,0
0.000251919,-5226.12,3.26632e+06,9.52828e+06,0
0.000252115,-5199.46,3.24966e+06,9.52828e+06,0
0.00025231,-5172.87,3.23305e+06,9.52828e+06,0
0.000252505,-5146.37,3.21648e+06,9.52828e+06,0
0.000252701,-5119.94,3.19996e+06,9.52828e+06,0
0.000252896,-5093.59,3.18349e+06,9.52828e+06,0
0.000253091,-5067.31,3.16707e+06,9.52828e+06,0
0.000253286,-5041.1,3.15069e+06,9.52828e+06,0
0.000253482,-5014.96,3.13435e+06,9.52828e+06,0
0.000253677,-4988.86,3.11804e+06,9.52828e+06,0
0.000253872,-4962.78,3.10174e+06,9.52828e+06,0
0.000254068,-4936.73,3.08546e+06,9.52828e+06,0
0.000254263,-4910.71,3.06919e+06,9.52828e+06,0
0.000254458,-4884.7,3.05294e+06,9.52828e+06,0
0.000254653,-4858.71,3.0367e+06,9.52828e+06,0
0.000254849,-4832.73,3.02046e+06,9.52828e+06,0
0.000255044,-4806.75,3.00422e+06,9.52828e+06,0
0.000255239,-4780.77,2.98798e+06,9.52828e+06,0
0.000255435,-4754.8,2.97175e+06,9.52828e+06,0
0.00025563,-4728.82,2.95551e+06,9.52828e+06,0
0.000255825,-4702.83,2.93927e+06,9.52828e+06,0
0.00025602,-4676.84,2.92302e+06,9.52828e+06,0
0.000256216,-4650.83,2.90677e+06,9.52828e+06,0
0.000256411,-4624.82,2.89051e+06,9.52828e+06,0
0.000256606,-4598.8,2.87425e+06,9.52828e+06,0
0.000256802,-4572.77,2.85798e+06,9.52828e+06,0
0.000256997,-4546.74,2.84171e+06,9.52828e+06,0
0.000257192,-4520.71,2.82544e+06,9.52828e+06,0
0.000257387,-4494.69,2.80918e+06,9.52828e+06,0
0.000257583,-4468.68,2.79293e+06,9.52828e+06,0
0.000257778,-4442.67,2.77667e+06,9.52828e+06,0
0.000257973,-4416.66,2.76041e+06,9.52828e+06,0
0.000258169,-4390.65,2.74415e+06,9.52828e+06,0
0.000258364,-4364.64,2.7279e+06,9.52828e+06,0
0.000258559,-4338.63,2.71164e+06,9.52828e+06,0
0.000258754,-4312.62,2.69539e+06,9.52828e+06,0
0.00025895,-4286.62,2.67913e+06,9.52828e+06,0
0.000259145,-4260.61,2.66288e+06,9.52828e+06,0
0.00025934,-4234.59,2.64662e+06,9.52828e+06,0
0.000259536,-4208.55,2.63035e+06,9.52828e+06,0
0.000259731,-4182.49,2.61405e+06,9.52828e+06,0
0.000259926,-4156.39,2.59775e+06,9.52828e+06,0
0.000260121,-4130.27,2.58142e+06,9.52828e+06,0
0.000260317,-4104.13,2.56508e+06,9.52828e+06,0
0.000260512,-4077.97,2.54873e+06,9.52828e+06,0
0.000260707,-4051.79,2.53237e+06,9.52828e+06,0
0.000260903,-4025.61,2.516e+06,9.52828e+06,0
0.000261098,-3999.42,2.49963e+06,9.52828e+06,0
0.000261293,-3973.22,2.48327e+06,9.52828e+06,0
0.000261488,-3947.03,2.46689e+06,9.52828e+06,0
0.000261684,-3920.83,2.45052e+06,9.52828e+06,0
0.000261879,-3894.62,2.43413e+06,9.52828e+06,0
0.000262074,-3868.39,2.41774e+06,9.52828e+06,0
0.00026227,-3842.13,2.40133e+06,9.52828e+06,0
0.000262465,-3815.86,2.38491e+06,9.52828e+06,0
0.00026266,-3789.55,2.36847e+06,9.52828e+06,0
0.000262855,-3763.21,2.35201e+06,9.52828e+06,0
0.000263051,-3736.83,2.33552e+06,9.52828e+06,0
0.000263246,-3710.41,2.31901e+06,9.52828e+06,0
0.000263441,-3683.97,2.30248e+06,9.52828e+06,0
0.000263637,-3657.48,2.28593e+06,9.52828e+06,0
0.000263832,-3630.96,2.26935e+06,9.52828e+06,0
0.000264027,-3604.41,2.25276e+06,9.52828e+06,0
0.000264222,-3577.82,2.23614e+06,9.52828e+06,0
0.000264418,-3551.18,2.21949e+06,9.52828e+06,0
0.000264613,-3524.51,2.20282e+06,9.52828e+06,0
0.000264808,-3497.78,2.18612e+06,9.52828e+06,0
0.000265004,-3471.02,2.16939e+06,9.52828e+06,0
0.000265199,-3444.21,2.15263e+06,9.52828e+06,0
0.000265394,-3417.37,2.13585e+06,9.52828e+06,0
0.000265589,-3390.49,2.11906e+06,9.52828e+06,0
0.000265785,-3363.58,2.10224e+06,9.52828e+06,0
0.00026598,-3336.64,2.0854e+06,9.52828e+06,0
0.000266175,-3309.67,2.06854e+06,9.52828e+06,0
0.000266371,-3282.66,2.05166e+06,9.52828e+06,0
0.000266566,-3255.61,2.03475e+06,9.52828e+06,0
0.000266761,-3228.52,2.01782e+06,9.52828e+06,0
0.000266956,-3201.39,2.00087e+06,9.52828e+06,0
